"Session","Project.Code","Session.Message","Session.Note","Record.","PIT.Tag","SRR.Code","Event.Type","Length","Weight","Conditional.Comments","Text.Comments","Event.Date","Event.Date..PST.","Event.Site","Life.Stage","Brood.Year","Migration.Year","Spawn.Year","Release.Site","RKM.Mask","RKM.Ext","Release.Temp","Release.Date","Release.Date..PST.","Tagger","Organization","Capture.Method","Mark.Method","Mark.Temp","Hold.Temp","Raceway.Transect.Tank","Hatchery","Stock","Latitude","Longitude","Lat.Long.Source","Detail.Note","Second.PIT.Tag","Coded.Wire.Tag","Card","Genetic.ID","Scale.ID","Coloration","Acoustic.Tag","Position","Radio.Tag","Stubby.Dorsal","Other.Tag","CRITFC.Comments","Marine.Mammal","Hook.Damage","Injury","Condition","Net.Damage"
"OJD-2020-206-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",21,"3DD.003D53AE35","35U","Mark","740",NA,"AT MT RF",NA,"7/24/2020 11:30","7/24/2020 10:30","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"7/24/2020 11:30","7/24/2020 10:30","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64999,-121.936172,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-206-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",22,"3DD.003D53AE38","45U","Mark","475",NA,"1< AT MT RF",NA,"7/24/2020 11:32","7/24/2020 10:32","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"7/24/2020 11:32","7/24/2020 10:32","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64983,-121.93615,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-206-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",23,"3DD.003D53AE40","15U","Mark","790",NA,"AT MT RF",NA,"7/24/2020 11:40","7/24/2020 10:40","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"7/24/2020 11:40","7/24/2020 10:40","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649799,-121.936272,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","Yes","No","MM",3,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",1,"3DD.003D53AE33","15U","Mark","525",NA,"AD AT MT RF",NA,"7/27/2020 8:45","7/27/2020 7:45","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"7/27/2020 8:45","7/27/2020 7:45","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.650021,-121.936371,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",2,"3DD.003D53AE3F","45U","Mark","495",NA,"1< AT FU MT RF",NA,"7/27/2020 9:22","7/27/2020 8:22","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"7/27/2020 9:22","7/27/2020 8:22","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649929,-121.936241,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",4,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",3,"3DD.003D53ADE1","35U","Mark","665",NA,"AD AT MT RF",NA,"7/27/2020 9:38","7/27/2020 8:38","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"7/27/2020 9:38","7/27/2020 8:38","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649681,-121.936172,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",4,"3DD.003D53ADE6","15U","Mark","560",NA,"1< AD AT MT RF",NA,"7/27/2020 9:53","7/27/2020 8:53","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"7/27/2020 9:53","7/27/2020 8:53","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.64986,-121.936234,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"Bird damage","Yes","No","MM",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",5,"3DD.003D53AE08","15U","Mark","720",NA,"AD AT MT RF",NA,"7/27/2020 9:59","7/27/2020 8:59","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"7/27/2020 9:59","7/27/2020 8:59","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649658,-121.935982,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",6,"3DD.003D53ADED","35U","Mark","725",NA,"AD AT MT RF",NA,"7/27/2020 10:10","7/27/2020 9:10","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:10","7/27/2020 9:10","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.64986,-121.936111,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"Yes",NA,"","Yes","No","GASH",3,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",7,"3DD.003D53AE2A","35U","Mark","745",NA,"AD AT B FU MT PA RF",NA,"7/27/2020 10:19","7/27/2020 9:19","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:19","7/27/2020 9:19","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649872,-121.936272,"GPS",NA,NA,NA,1,NA,NA,"I","ID:",3,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",8,"3DD.003D53AE17","45U","Mark","480",NA,"1< AT FU MT RF",NA,"7/27/2020 10:27","7/27/2020 9:27","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:27","7/27/2020 9:27","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.650089,-121.936096,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","",4,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D53AE07","45U","Mark","515",NA,"1< AT MT RF",NA,"7/27/2020 10:37","7/27/2020 9:37","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:37","7/27/2020 9:37","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649841,-121.936234,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D53AE12","35U","Mark","720",NA,"AD AT MT PA RF",NA,"7/27/2020 10:39","7/27/2020 9:39","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:39","7/27/2020 9:39","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649792,-121.936073,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"Yes",NA,"","No","No","GASH",4,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",11,"3DD.003D53AE2D","15U","Mark","510",NA,"AD AT MT RF",NA,"7/27/2020 10:46","7/27/2020 9:46","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 10:46","7/27/2020 9:46","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649879,-121.936142,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D53AE32","45U","Mark","465",NA,"1< AT FU MT RF",NA,"7/27/2020 11:15","7/27/2020 10:15","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:15","7/27/2020 10:15","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649929,-121.936409,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",13,"3DD.003D53ADEC","35U","Mark","795",NA,"AT MT RF",NA,"7/27/2020 11:25","7/27/2020 10:25","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:25","7/27/2020 10:25","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649948,-121.93631,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",14,"3DD.003D53AE0C","35U","Mark","655",NA,"1< AT FU MT RF",NA,"7/27/2020 11:29","7/27/2020 10:29","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:29","7/27/2020 10:29","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649921,-121.93634,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","N",4,"Yes"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",15,"3DD.003D53AE27","15U","Mark","735",NA,"AT MT RF",NA,"7/27/2020 11:40","7/27/2020 10:40","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:40","7/27/2020 10:40","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.650028,-121.93634,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.003D53AE37","15U","Mark",NA,NA,"AT MT RF",NA,"7/27/2020 11:50","7/27/2020 10:50","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:50","7/27/2020 10:50","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.64994,-121.93634,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"Length deleted","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.003D53AE15","35U","Mark","715",NA,"AD AT MT RF",NA,"7/27/2020 11:54","7/27/2020 10:54","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 11:54","7/27/2020 10:54","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649841,-121.936211,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"Yes",NA,"","No","No","",5,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D53AE01","15U","Mark","785",NA,"1< AT MT RF",NA,"7/27/2020 12:02","7/27/2020 11:02","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 12:02","7/27/2020 11:02","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.649841,-121.936218,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"No",NA,"","No","No","GASH",3,"No"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D53AE3A","35U","Mark","550",NA,"<2 AD AT MT RF",NA,"7/27/2020 12:04","7/27/2020 11:04","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 12:04","7/27/2020 11:04","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.64991,-121.936279,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"Yes",NA,"","No","No","N",5,"Yes"
"OJD-2020-209-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",20,"3DD.003D53AE3C","35U","Mark","720",NA,"AT CA MT RF",NA,"7/27/2020 12:11","7/27/2020 11:11","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.8,"7/27/2020 12:11","7/27/2020 11:11","BRESHEARS L","ODFW","LADDER","HAND",19.8,19.8,NA,NA,NA,45.64978,-121.936256,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"No",NA,"","No","No","",5,"No"
